date,log_return_5d,log_return_21d,realized_vol_21d,sma50_dist,sma200_dist,ema_ratio,high_vol_flag
2010-10-18,0.013876563391390496,0.05019058996269656,0.12735319254491095,0.05999315811971723,0.06244583775049272,1.015402394917144,0.0
2010-10-19,-0.00239563667991018,0.02182483276237322,0.12936633482291807,0.04528894511690007,0.04828762418348252,1.01432447239943,0.0
2010-10-20,-0.000423968695230351,0.03355973073541078,0.13222930056325108,0.05434768407395458,0.058247736708819546,1.0140960432878503,0.0
2010-10-21,0.0056876654790727135,0.04068774727725705,0.1300869572832129,0.054896977012760265,0.060295216809921635,1.0139310285114902,0.0
2010-10-22,0.005507332827752245,0.05069330896524824,0.1248271951493582,0.05492153045137912,0.06199516953019651,1.0137898731686708,0.0
2010-10-25,0.0035446674423029526,0.03323363407527732,0.10639905169588498,0.05597685014892478,0.06486143554687832,1.013757080502168,0.0
2010-10-26,0.016904333539713795,0.03820380811778319,0.10400753823381292,0.05408487710466457,0.06477301665799552,1.0135847268046891,0.0
2010-10-27,0.004317059971823273,0.03184088174054355,0.10504668571795808,0.049318925965094705,0.06142212765469048,1.013061599173585,0.0
2010-10-28,0.0022831407343905418,0.03375573670369985,0.10450555904434732,0.04778869263625424,0.06134513722919126,1.012515098630886,0.0
2010-10-29,0.0011821394839513894,0.037490565225669535,0.10323525863624862,0.04651357163762581,0.06190540964341846,1.012004090556021,0.0
2010-11-01,-0.0014331864055507847,0.033631411866364924,0.10296458799226181,0.04473139013047494,0.06195516151257623,1.0114929184289068,0.0
2010-11-02,0.0062970845172398635,0.04906212668225229,0.09953588271100956,0.05062317597480533,0.07008731047738602,1.011595360987793,0.0
2010-11-03,0.01317535770382549,0.033139437912541744,0.07674177071056547,0.05207210953301675,0.07401798882017895,1.0118639303177832,0.0
2010-11-04,0.03208084801681977,0.05230071685393487,0.09742386951292425,0.06916617287827573,0.09410694770806545,1.013486079206751,0.0
2010-11-05,0.0350768529017142,0.057264178080512484,0.09656339452612343,0.06981198711122266,0.09748499835393155,1.014896754621802,0.0
2010-11-08,0.03286292292011911,0.04979466997157264,0.09723405515105901,0.06479935347669079,0.09472940934807608,1.0156659542160436,0.0
2010-11-09,0.017754222709469317,0.04164097822192294,0.10269158085823422,0.05405990320606486,0.08619300274798587,1.015497225284642,0.0
2010-11-10,0.01776556112666189,0.042581072261615706,0.102869722440073,0.055133285813638945,0.08989687649936601,1.015509157348907,0.0
2010-11-11,-0.005083673309634567,0.031059588210524215,0.10254042446119677,0.048664820831350694,0.08508382575407562,1.015033084921308,0.0
2010-11-12,-0.020748676110038125,0.023058872999265997,0.11121545347563874,0.03423286589116375,0.07155350778921118,1.0135346535229286,0.0
2010-11-15,-0.020287403395391566,0.01960269647716249,0.1114902322606993,0.031044049070058505,0.06944217418937829,1.0120942773435009,0.0
2010-11-16,-0.028779672281292294,-0.0010152574507598447,0.12434714735293925,0.013395807892484478,0.05234300340694744,1.009587961540437,0.0
2010-11-17,-0.03229319655400275,0.012683512387523133,0.11479132378565962,0.012451850129042723,0.052411508022350964,1.0075534669725625,0.0
